Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Estonia,EST,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2681.820653,2814.834328,3130.806984,3376.79474,3678.157942,4087.503306,4144.631124,4075.970638,4509.178202,5344.877935,7206.166563,8912.992196,10406.39669,12631.56805,16741.93923,18227.11953,14794.9711,14790.82092,17621.54796,17534.42135,19174.10033,20367.10316,17522.23019,18437.25282,20458.46073,23170.70738,23723.30611,0
Ethiopia,ETH,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.5570173,208.3423801,224.6274297,205.6237824,233.2187248,234.6821931,242.9615851,243.7358686,248.0227939,254.2432569,271.3944118,204.0502053,165.693197,125.5495699,134.3429555,145.1669037,141.5086199,125.0761411,119.684067,124.4608003,120.765782,111.9272235,119.490391,136.4662555,162.4327265,194.6874305,244.2860372,326.4368267,380.5690479,341.5541149,354.4795758,467.0779272,499.5315721,566.9264665,640.5418913,717.1245929,768.5223076,771.5238139,855.7608623,0
European Union,EUU,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,1339.629242,1444.856231,1536.749569,1701.377197,1879.715091,2114.06534,2533.948115,3258.880267,3667.766741,4246.47152,4421.3913,4983.705182,6044.250906,7274.489072,8101.190555,7034.37043,6761.547429,6560.989879,6306.738992,6471.08376,9023.110636,11128.43946,12177.54805,12397.40586,15460.19132,15964.36492,17498.23127,15925.30048,16829.46578,19466.4123,19752.42905,18088.8224,18615.50197,18477.22419,16909.86716,17184.93867,18682.12422,22922.7443,26263.69413,27333.08859,29070.15267,33551.56267,36914.43752,33362.90801,32940.05062,35721.62909,33159.11847,34563.74056,35242.16061,30469.66632,31172.12692,33080.84614,35733.65673,34918.39005,0
Fragile and conflict affected situations,FCS,"GDP per capita, total",SP.GDP_PC.TOTL,93.75966014,95.51891309,102.9699195,115.6810368,99.49384756,106.7281122,111.0567484,105.0903062,108.2967391,118.7954043,140.9568992,140.0084257,156.2108021,186.508604,270.7169776,295.9714761,339.3927376,361.8760726,387.6293162,474.2549896,576.8018871,785.8708407,732.8611589,602.5059059,527.9909887,527.8655293,482.9409897,472.727974,487.7466979,436.3117609,666.3244637,671.2059456,649.1003466,586.6105695,550.6134324,620.8886448,627.5225818,683.7633045,671.8222977,711.2921327,816.8706779,788.2528794,738.1731769,765.8372128,929.3996298,1133.628965,1373.306008,1630.583632,2050.189301,1888.590251,2207.776082,2188.814556,2467.651592,2530.40769,2694.567627,2364.253914,2075.904221,2055.572454,2175.939031,2228.259639,0
Finland,FIN,"GDP per capita, total",SP.GDP_PC.TOTL,1179.353011,1327.427224,1411.702398,1522.319242,1707.503938,1882.086858,2010.213456,2034.18905,1907.077272,2178.035251,2465.644819,2716.190092,3177.645701,4173.173048,5297.607817,6255.544641,6739.690712,7069.105738,7628.815714,9332.245264,11223.93756,10926.81797,10938.12206,10497.48,10833.86629,11398.10595,14951.04679,18571.05993,22047.79519,23973.22843,28364.57579,25484.76786,22319.15481,17608.81239,20301.34427,26271.63607,25783.41649,24691.84322,26009.32415,26177.26853,24285.53407,24946.18358,26869.6023,32855.08153,37702.85293,39040.26918,41188.18108,48414.92838,53554.04328,47294.08146,46459.93774,51082.05376,47710.82076,49877.99165,50260.2576,42784.68358,43784.30088,46336.61655,50030.95807,48782.73229,0
Fiji,FJI,"GDP per capita, total",SP.GDP_PC.TOTL,285.4735606,287.2635289,291.4788636,296.7151171,310.8095172,317.0148588,316.1264924,333.2627416,334.6152585,357.4271885,422.3867324,466.0139526,583.3176916,768.6954502,987.9289918,1186.676079,1182.102182,1202.637385,1360.785401,1640.554272,1892.891718,1898.402411,1786.699354,1638.38394,1681.69308,1603.32988,1795.377953,1631.942276,1535.386452,1632.205866,1835.128096,1881.754118,2057.578033,2166.233478,2384.095743,2540.99071,2714.564931,2641.477865,2070.574625,2408.735921,2076.568784,2039.625698,2260.258398,2837.892247,3334.931667,3659.579329,3747.860716,4072.10157,4167.670285,3362.816556,3652.527437,4371.457511,4591.555785,4840.693716,5605.570356,5390.745258,5651.318055,6101.030839,6317.487853,6175.88872,0
France,FRA,"GDP per capita, total",SP.GDP_PC.TOTL,1334.690056,1428.045487,1578.284604,1744.64059,1909.541232,2038.157753,2186.477789,2343.104669,2536.076437,2752.093622,2857.245248,3169.042336,3854.553976,4969.766237,5328.234784,6690.574821,6866.817575,7532.518996,9264.780598,11179.62891,12713.35364,11104.97407,10496.93468,9993.418865,9419.701555,9763.321296,13540.25089,16302.43607,17680.0483,17694.27423,21793.84923,21675.11841,23813.78112,22380.17819,23496.47696,26890.14,26871.91125,24228.86034,24974.29315,24673.2393,22364.04679,22433.63192,24177.38928,29568.37289,33741.22547,34760.24944,36443.56604,41508.38323,45334.06952,41575.38345,40638.34094,43790.76005,40874.77623,42592.96855,43011.32703,36638.21654,37037.44002,38812.1454,41631.03162,40493.95431,0
Faroe Islands,FRO,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24034.24681,24125.25588,22653.31604,24419.74243,26732.79046,31497.96692,35467.17546,36205.37054,41522.54386,47885.69888,50866.0811,47447.87004,48530.23384,52083.88915,49459.71724,54853.6256,59440.03075,52404.65934,56854.10265,60108.4667,64269.70425,0,0
"Micronesia, Fed. Sts.",FSM,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1320.864701,0,0,1276.491667,1296.969293,1355.655813,1437.426242,1528.540721,1682.697175,1756.600815,1909.252755,1909.836839,2060.609696,2017.473066,1904.740966,2022.707194,2042.479658,2171.950243,2248.429175,2265.880594,2295.889655,2253.092614,2358.280018,2406.182916,2458.611313,2541.408883,2721.870357,2885.445676,3009.198647,3131.386715,2994.679304,2971.45729,2906.376785,3014.700358,3289.701146,3568.291016,0,0
Gabon,GAB,"GDP per capita, total",SP.GDP_PC.TOTL,282.4137952,331.431868,357.5223632,298.4664094,410.9009522,424.6172585,452.6686608,490.0988528,520.4776613,550.7260519,549.4566148,635.4958569,703.7854219,1160.310636,2432.824682,3332.00461,4550.046675,4154.274754,3452.620545,4275.257363,5892.15607,5186.370179,4736.046292,4325.270267,4423.531498,4038.063662,4004.054117,3755.488008,4267.819344,4532.165858,6268.95102,5537.009721,5578.005174,4252.028186,3963.868049,4570.592367,5116.146059,4667.168585,3831.780668,3888.898927,4125.716664,3993.047207,4141.418293,4933.436006,5739.583526,6891.366876,7221.329482,8458.25174,10254.15845,7721.004189,8849.355299,10809.64645,9813.477703,9683.57629,9663.42924,7384.71587,6984.451019,7230.396393,7956.627816,7767.013404,0
United Kingdom,GBR,"GDP per capita, total",SP.GDP_PC.TOTL,1397.594803,1472.385714,1525.775853,1613.456884,1748.288118,1873.572281,1986.751695,2058.783917,1951.760225,2100.673229,2347.545283,2649.803369,3030.431891,3426.276726,3665.856221,4299.752071,4138.1757,4681.431793,5976.93764,7804.760831,10032.06721,9599.311987,9146.078834,8691.518668,8179.19271,8652.213638,10611.11833,13118.59343,15987.17278,16239.28541,19095.47767,19900.77579,20487.17895,18389.0417,19709.24249,23123.10289,24332.71815,26734.59248,28214.23601,28669.55182,28149.92751,27744.57159,30056.52018,34419.16844,40290.28852,42030.28661,44599.70135,50566.78823,47287.04251,38713.14066,39435.77105,42038.57139,42462.80801,43444.48821,47425.55752,44974.81649,41064.08451,40361.4298,43043.26201,42330.14418,0
Georgia,GEO,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1614.640122,1314.67067,757.2235486,550.0155425,519.8161871,578.3367633,689.0344137,807.0322857,851.5157447,673.5378926,749.9085237,801.9904139,853.5164538,1010.00798,1305.047486,1642.760937,1996.057129,2635.353882,3324.735879,2822.66743,3233.295944,4021.743306,4421.818242,4623.745725,4739.188339,4014.185944,4062.169888,4357.000936,4722.787783,4697.704576,0
Ghana,GHA,"GDP per capita, total",SP.GDP_PC.TOTL,183.4495621,190.2187718,195.4922595,211.0647991,230.0887184,265.3233459,267.7484272,214.8321482,200.3071661,230.2873081,253.5665638,269.3683252,228.859956,259.7017343,296.8898412,281.4061265,271.1255517,306.8099945,345.8345536,372.0602585,402.0605623,372.0773779,345.6414812,337.1628999,355.666675,352.3528246,435.0682538,374.4703415,372.6841132,365.8896572,398.6370001,433.7730651,409.7466254,370.4192479,328.7445864,379.9880073,397.1359369,384.7961565,407.5233036,410.3342297,258.4709595,269.0149984,304.5645607,367.8215217,417.5081649,492.5441916,913.3939309,1081.166318,1217.064797,1077.662192,1299.344949,1549.462902,1587.561237,2345.392906,1971.033347,1743.850996,1931.38947,2025.932424,2202.312164,2202.115567,0
Gibraltar,GIB,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea,GIN,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.5274721,351.9088665,398.5459831,394.3314533,419.7886299,461.3494585,489.071872,475.4218353,477.7804689,508.1078294,518.3742332,493.8334004,456.4910353,429.7197681,363.482479,336.1540607,343.6027513,393.7398698,407.3003371,322.4156816,453.4035185,659.992723,715.0968204,674.0855503,672.4244026,651.1353636,717.0507378,769.0039432,787.2380703,769.2560138,732.2910752,855.5736399,878.5996133,962.8399086,0
"Gambia, The",GMB,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,106.4132245,109.45192,93.84490888,100.1017727,112.6091961,116.5587618,120.1430164,148.1734891,183.081415,213.3092622,201.1266814,239.4322796,288.0577088,335.8059797,378.3165511,332.6816182,318.6069224,304.8370001,244.3713217,298.661993,234.6545072,265.4878195,305.3122194,310.2979817,331.8184347,695.4095874,695.1560481,711.7255101,682.2185213,696.4508185,728.6690719,669.3988656,678.6756302,637.9315702,594.151643,505.4201496,411.7724804,335.9062169,642.7549298,665.7219404,662.3624612,780.3800993,924.5115164,833.2804027,860.6378739,762.7610542,742.7811377,700.5149719,607.4284042,660.7235711,690.7788859,679.7569138,732.717514,777.8119322,0
Guinea-Bissau,GNB,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,111.6885218,109.3318389,119.7270646,119.776831,130.3665283,142.2810774,145.8767207,148.9771868,158.8656734,153.006192,141.5595325,194.9241625,204.248042,197.0322321,162.672154,164.9419353,145.9067886,190.4525885,176.2595805,223.469544,250.1504679,257.7891757,221.7998174,227.0228102,220.9602169,233.2424019,243.4387342,237.1290304,178.8485197,190.6726301,308.1441193,319.9571886,333.0588449,372.0538755,405.0751184,436.4755447,430.0042525,493.7226928,599.9952372,559.4141939,558.1761345,703.6637187,616.3764321,634.6628093,623.3108815,603.401118,661.4567253,738.5499451,778.3499103,697.2949266,0
Equatorial Guinea,GNQ,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,34.79058136,40.75223733,46.97570524,234.3406925,243.7690913,247.8407311,225.4888255,221.1372181,218.208409,217.3258292,226.0068125,292.4703648,354.2894549,407.7233909,418.0198978,429.4236777,0,0,202.6290697,138.9373496,155.621852,144.1972478,151.7738225,176.4140568,207.0532101,243.7349313,254.5432671,217.0723884,267.4680728,256.2210083,301.1791292,294.070505,210.4099825,285.5525483,450.6381399,824.5495461,663.729505,1067.63478,1725.554737,2313.151289,2744.208155,3618.576094,6152.131238,10963.28936,12857.33605,15908.39183,22942.58345,16667.93682,17288.8596,21641.87052,21711.15323,20390.71931,19394.02999,11283.46561,9250.331953,9667.912252,10144.19581,8131.923888,0
Greece,GRC,"GDP per capita, total",SP.GDP_PC.TOTL,520.3227443,590.7800548,617.0577576,695.2286244,783.705881,899.2812389,997.4304675,1068.114556,1154.438531,1324.058989,1494.387984,1652.325956,1899.675784,2502.814745,2828.748559,3153.235776,3390.544976,3886.374452,4694.633782,5705.949371,5893.661893,5380.26762,5579.234615,5019.878771,4852.565667,4813.711205,5656.505332,6564.884427,7598.028006,7846.678122,9600.185235,10188.34726,11176.48988,10401.97736,11091.30268,12959.28964,13749.15165,13427.87001,13472.12152,13245.21465,12042.968,12538.14629,14110.31825,18477.55368,21955.08027,22551.73557,24801.18167,28827.33207,31997.29983,29710.94759,26917.79705,25916.30955,22242.71212,21874.81846,21761.01843,18167.74102,18116.41846,18930.17913,20324.27078,19582.55827,0
Grenada,GRD,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792.3847096,991.2614482,1153.999573,1245.624686,1276.412627,1347.002749,1372.681992,1477.84062,1678.190775,1872.319097,2162.291017,2408.86184,2758.116072,2886.908295,3117.954478,3192.100493,3153.946709,3272.3228,3411.898916,3632.75061,3861.397822,4370.703998,4705.652241,5057.173966,5040.670468,5213.896269,5682.5961,5741.598633,6645.795049,6658.540847,7212.506822,7832.423352,7290.697101,7257.756623,7291.058896,7444.504768,7789.776381,8369.886755,9096.870646,9628.347485,10152.83281,10485.90715,10808.67212,0
Greenland,GRL,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,1498.276437,1876.503239,2196.711712,2860.280576,3432.706032,4257.949712,4844.67633,5713.954919,7235.549742,8480.694827,9483.173076,8544.058329,7813.690668,7988.170958,7198.702247,7760.828404,11271.32143,14554.38754,16398.01109,16813.68395,18326.80513,18315.19631,18768.93014,16797.45886,18123.96303,21665.7019,21422.35755,19145.49604,20496.66137,20170.43841,19004.1073,19275.47335,20652.87832,27459.76278,32023.45221,32489.78191,35458.12312,39780.95145,44367.05566,44918.56488,43988.3325,47186.98147,45936.76596,47535.58995,50484.92758,44536.40131,48181.87419,50321.36876,54470.95639,0,0
Guatemala,GTM,"GDP per capita, total",SP.GDP_PC.TOTL,252.7561712,253.22729,261.1791338,280.0966364,279.9304645,278.8281385,283.1927246,287.9680471,310.6617452,322.4375294,349.0249756,355.0903711,367.1188811,438.5448512,527.4176968,594.6518036,696.2220153,854.6366434,925.1257445,1027.083696,1143.440402,1217.26402,1200.249234,1212.716559,1234.702641,1233.080944,892.2929065,850.2185121,915.3980653,955.1134609,845.3069621,1011.754966,1093.962908,1164.374025,1293.470198,1424.682543,1487.607658,1649.001602,1755.849582,1619.510735,1664.298958,1575.428557,1710.341468,1765.351677,1889.691824,2101.541818,2287.935715,2531.20608,2848.50316,2695.221264,2898.942215,3281.667502,3408.784916,3522.773698,3779.642319,3994.636913,4173.301666,4451.450981,4472.892371,4619.985258,0
Guam,GUM,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21536.36688,22572.0753,24395.79762,26495.87758,26555.6452,27542.22617,29056.31429,30026.50321,30700.43401,30859.40435,32494.56236,33265.38119,34394.09748,35278.92594,35562.83791,35615.80463,35712.56214,0,0
Guyana,GUY,"GDP per capita, total",SP.GDP_PC.TOTL,297.6732991,315.3854596,321.5457671,282.3063385,305.3616112,327.1142227,344.1665236,370.1541723,334.8412728,358.3209366,379.8937205,395.2029189,395.2929469,420.6615816,588.13622,663.401002,602.6248473,590.0653705,658.4385652,683.3330327,773.1816708,729.6069588,616.9631589,628.1976888,564.5264181,588.6134094,660.1527636,468.1401851,551.2636434,509.371017,533.5362054,468.1601974,499.0277097,602.1414776,712.7128542,816.5429329,927.1958956,988.3478365,951.9124771,926.7428086,954.4041525,955.6653806,974.9491933,997.2100346,1056.423886,1105.496454,3188.638981,3658.491674,4050.777364,4233.764421,4580.662462,4908.573541,5378.733644,5489.113841,5407.089963,5576.833338,5811.375322,6124.929967,6145.84241,6609.586426,0
High income,HIC,"GDP per capita, total",SP.GDP_PC.TOTL,1363.914235,1422.733806,1516.330294,1613.160675,1739.368568,1867.021601,2025.9998,2151.802473,2312.42225,2516.124682,2726.387856,2996.751527,3444.440344,4136.421149,4621.909734,5106.640134,5515.085823,6189.814681,7367.3291,8444.911675,9349.427802,9415.731835,9259.793018,9495.957921,9836.436813,10256.69916,12368.32231,14238.24205,15924.09165,16538.70145,18440.66013,19345.4579,20689.973,20692.04665,22031.72284,24273.1966,24325.14795,23768.85505,23717.79107,24753.93001,25103.32087,24717.57981,25606.46505,28530.61784,31559.02444,33172.99778,34799.06478,37809.39401,39890.20928,37125.78381,38653.92758,41538.5972,41344.79688,41629.15589,42298.57019,39735.37292,40343.8001,42013.87426,44417.88069,44617.44821,0
"Hong Kong SAR, China",HKG,"GDP per capita, total",SP.GDP_PC.TOTL,429.4428745,436.7544115,487.821134,565.7278102,629.5915257,676.8055071,685.9266142,723.2392256,714.4829695,825.5234491,960.0319616,1106.469717,1384.738437,1893.181242,2144.607713,2252.111881,2850.01461,3429.420276,3923.943731,4569.453707,5700.412634,5991.320261,6133.784079,5595.235139,6208.226159,6542.931537,7435.030698,9071.332602,10609.74564,12097.77516,13485.54489,15465.85886,17976.38135,20395.52618,22502.56818,23497.50654,24818.11825,27330.06642,25808.94601,25091.65216,25756.63916,25230.18036,24665.85608,23977.09039,24928.13444,26649.73874,28224.1764,30593.9592,31515.70899,30697.28086,32550.04129,35142.542,36730.81495,38403.79445,40315.23619,42431.93943,43731.15612,46165.83465,48543.41699,48713.53598,0
Honduras,HND,"GDP per capita, total",SP.GDP_PC.TOTL,164.6447225,169.909593,179.8763898,185.049515,200.4343768,216.8144705,227.7411449,240.5471331,252.5845199,253.2689128,266.1362102,261.2465571,278.6150127,307.3436614,338.1559924,356.457284,414.6231405,497.9382908,895.6497994,993.7274476,1078.808879,1066.169586,1090.998795,1110.477866,1183.027069,1232.871343,1287.411031,1362.886302,1262.066881,1128.282685,993.4830528,911.7555181,942.612765,913.3023086,836.6037387,936.666998,887.6933677,948.955555,1023.460569,1002.715198,1080.462129,1133.186372,1134.064772,1158.178735,1217.818021,1308.091444,1430.057051,1583.047856,1739.353377,1789.706651,1904.346465,2088.3153,2144.342611,2102.593166,2206.051934,2302.201379,2342.584651,2453.727896,2505.776752,2574.912191,0
Heavily indebted poor countries (HIPC),HPC,"GDP per capita, total",SP.GDP_PC.TOTL,107.2835514,107.512078,114.252037,134.5429864,117.2812175,133.5559064,141.8160113,135.3795958,139.6524679,151.4404113,154.3627089,162.0031953,171.2827039,201.4149838,240.4558145,266.4345803,276.8438684,315.8136719,354.2773533,386.532584,401.550126,390.9129722,381.0320573,351.924042,342.3929205,346.8338767,387.6808844,423.5990159,413.2515772,387.5046289,388.8746378,387.0474102,343.8611085,342.6186765,293.6892143,324.956111,330.0252171,335.6633488,343.2963209,337.7315523,358.7341315,333.3679054,348.079092,383.7510213,428.374112,475.2414108,548.659747,637.3831006,748.2597481,738.7572097,785.4226545,851.2476384,879.5917545,954.1383163,978.2233177,942.4581801,907.0159274,939.5088332,972.943508,976.7421129,0
Croatia,HRV,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4877.527466,5232.814366,5263.432122,5640.316248,5198.124047,4841.586733,5362.022897,6232.655595,8059.420173,9661.169574,10527.89268,11695.94466,13937.44839,16296.80592,14540.6416,13949.3265,14609.52435,13258.35985,13674.4178,13599.40978,11781.73479,12361.48383,13451.62495,15014.08502,14936.10055,0
Haiti,HTI,"GDP per capita, total",SP.GDP_PC.TOTL,70.66113939,68.76454866,70.13801098,71.96218417,77.86248542,82.94764733,84.98538923,83.41218669,81.59291749,85.29574072,70.82628528,76.26363675,76.90189551,94.90457191,112.9961569,133.750064,169.3109219,178.8608397,180.2732374,195.754238,245.2166538,256.2456633,249.4320438,268.2917076,293.186726,317.076446,357.7966088,309.3033965,386.7772342,396.6861392,439.944063,483.8739051,308.3713131,251.752719,285.1187789,363.265826,368.6322377,415.7704833,455.5418961,499.3037489,811.5339742,739.347418,697.5969036,561.8179438,663.7946963,766.6920589,792.8259258,981.1113412,1076.701331,1150.211089,1172.098543,1287.954058,1337.335431,1393.955951,1402.100156,1389.11952,1265.987633,1294.239746,1435.351755,1272.490925,0
Hungary,HUN,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3350.258324,3735.10582,3873.987723,4173.373024,4494.707624,4525.039103,4596.182622,4744.212264,4793.478522,4624.281657,5276.033189,6655.333009,8421.103313,10285.79185,11200.58213,11475.79724,13918.96004,15753.44076,13046.44979,13191.66966,14216.19344,12950.63628,13687.54449,14267.01024,12706.86216,13090.5542,14605.89463,16410.20406,16731.81713,0
IBRD only,IBD,"GDP per capita, total",SP.GDP_PC.TOTL,158.0324862,149.3477757,153.326285,160.0447622,177.5083663,189.9039113,191.1201177,192.1918926,198.5280879,216.7316357,230.2567141,245.7257409,270.4113327,340.3119953,420.3495387,444.8783653,475.6068191,529.2878035,560.4485689,659.441434,763.869801,812.2854397,791.0274197,765.3512911,768.4017097,796.9050911,814.082475,816.825969,867.547044,885.0030573,995.7586702,1055.588845,1036.615283,1094.546534,1179.654434,1307.993588,1410.450799,1473.607199,1414.929854,1356.577739,1457.613574,1462.286028,1468.875361,1636.113051,1926.922337,2280.156134,2676.360955,3293.487517,3915.784185,3760.838469,4521.960715,5288.459916,5567.678153,5824.455227,5966.686536,5581.96802,5573.098871,6094.417825,6448.82582,6548.474848,0
IDA & IBRD total,IBT,"GDP per capita, total",SP.GDP_PC.TOTL,147.7767477,141.349565,145.6393525,153.0803052,166.412091,178.7059668,180.9952134,181.4598158,187.2035344,204.5487319,219.0714568,231.1615098,251.920245,312.7809658,389.1076852,416.5379512,442.3255135,489.197342,520.3835511,609.0820391,704.7485026,780.3703396,752.8282678,710.6472656,702.9938054,725.4317044,735.1414613,739.1993064,779.0813707,789.1897832,881.7426174,928.0633771,906.9509362,946.9008865,1009.69279,1118.103851,1203.175114,1252.265337,1202.702753,1155.018448,1240.206946,1238.472316,1245.902335,1383.532134,1622.776393,1910.60517,2238.317088,2734.371645,3240.608212,3105.987932,3708.940735,4312.899243,4530.901507,4738.07983,4850.225123,4540.023958,4505.965165,4889.153347,5152.651065,5218.489281,0
IDA total,IDA,"GDP per capita, total",SP.GDP_PC.TOTL,99.43770617,102.5178135,107.8767859,118.3646935,113.1980586,124.806101,131.9375656,129.8166401,132.9348438,146.2442976,165.1154396,161.9358036,164.9309372,184.6851298,243.6405488,284.1850014,288.5617544,305.9681062,338.0517236,382.3574182,440.788992,633.4751865,580.8823245,471.9465896,422.177526,421.7688495,403.4833244,415.2032907,413.0894463,392.5776597,410.6200769,405.6122501,381.4592153,354.1243927,333.7448585,372.2743758,398.9643115,403.3096373,399.0458713,401.9155671,438.5536945,423.4136648,444.9380201,487.8740071,558.0863891,633.33362,744.4348884,851.8432874,997.3561964,959.2217808,1076.005137,1191.938123,1255.945439,1351.087807,1414.742316,1376.561026,1306.014741,1319.4139,1365.855677,1388.825958,0
IDA blend,IDB,"GDP per capita, total",SP.GDP_PC.TOTL,100.3263608,104.858386,109.4542159,113.0192395,120.28333,127.2878365,134.967145,132.1498924,135.9533193,151.8108995,202.7753165,183.3099831,199.9721047,207.1190438,292.419926,325.4941602,383.2192385,390.7239153,410.6838453,489.9528538,610.5955134,1144.591676,1013.683321,746.1849769,621.6264206,601.9994079,522.9603433,521.7179058,524.5812213,490.892865,521.1373728,515.5333354,499.99502,435.0771724,436.0979322,488.1112719,527.3563604,526.6788916,504.8064505,515.4530267,572.557615,558.0299875,601.9674171,660.2264209,786.0439907,918.4936391,1123.484929,1265.764551,1464.04255,1340.265129,1534.991059,1721.487101,1859.734575,1972.599349,2068.651002,1949.31246,1774.194827,1718.481501,1756.039489,1765.66432,0
Indonesia,IDN,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,53.53729821,65.05304504,74.60209839,79.7145361,79.17818933,90.87617298,131.0249116,202.4953847,233.1166663,278.1966681,333.6943743,365.9158446,356.9213367,491.5795263,566.5776809,583.6698581,512.9591176,525.333963,516.9609933,474.8591605,442.2154673,481.7814823,530.0032456,585.0780528,631.7828578,681.9385636,827.9068756,912.2025328,1026.393275,1137.411722,1063.712372,463.9481695,671.0969326,780.1901439,748.2578592,900.1793646,1065.646434,1150.261873,1263.289008,1589.803607,1860.003892,2166.855717,2261.246865,3122.362152,3643.043496,3694.349308,3623.911039,3491.62575,3331.694218,3562.844364,3837.656483,3893.845269,4135.566378,0
IDA only,IDX,"GDP per capita, total",SP.GDP_PC.TOTL,102.99419,105.3760391,111.3859993,126.2140795,113.8124952,128.4968415,135.6127574,133.8009636,136.6645391,149.088705,150.7526787,156.495743,151.9006168,179.4346319,225.7752943,272.0502062,245.7442916,269.1883131,309.2372661,334.4906029,358.1797484,356.1602642,345.7795224,324.5255952,316.1751419,326.2526221,342.089737,361.0814713,355.913935,342.3176028,353.7277561,348.9917177,319.7818951,313.120711,280.8639953,312.4110187,332.4632458,339.544779,344.830189,343.4283222,369.1819055,353.7436977,363.6612699,398.783626,440.4374537,486.2953498,549.0634499,638.3834982,757.1739283,764.8455175,840.1907548,918.4827377,942.1111057,1028.26631,1074.405102,1079.85313,1066.080112,1118.023016,1170.102758,1200.917805,0
Isle of Man,IMN,"GDP per capita, total",SP.GDP_PC.TOTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12681.46956,14038.35065,15990.78834,18447.99714,20624.27675,20322.94615,21352.21605,24864.4363,29520.0323,35492.43553,37761.03605,42106.80118,54194.98641,70992.25171,65031.33187,69766.52119,77351.95889,79149.26855,83366.06635,92334.64631,85124.92498,82206.00899,83489.81704,89108.42814,0,0
India,IND,"GDP per capita, total",SP.GDP_PC.TOTL,82.18860201,85.35430117,89.88175669,101.1264282,115.537497,119.3189172,89.99730596,96.33913665,99.8759646,107.6223178,112.4344935,118.6032421,122.9818639,143.7786881,163.4781112,158.0361718,161.0918338,186.213007,205.6929437,224.0015237,266.5773544,270.4711476,274.1111329,291.2377453,276.6676533,296.4353073,310.4659425,340.417339,354.1492578,346.1124722,367.5565791,303.0552218,316.9534546,301.1589794,346.1033907,373.7665291,399.9500214,415.4940429,413.2984659,441.9983576,443.3142528,451.5729876,470.9868327,546.7263577,627.7746768,714.861366,806.753376,1028.338624,998.5260185,1101.96363,1357.567498,1458.103203,1443.881221,1449.604256,1573.883463,1605.6071,1732.565788,1981.64755,2005.866659,2099.599476,0
